方案,日期,计划购电费_元,紧急购电费_元,总费用_元,计划购电_kWh,紧急购电_kWh,富余电量_kWh,日初储电_kWh,日末储电_kWh
neutral,2025-03-17,50390.95798369916,209.64923223333255,50600.6072159325,76891.2827830109,41.41906666666652,9985.344427032645,5167.2441865782475,10608.74631509878
neutral,2025-03-18,42852.781605906115,11765.773065614794,54618.554671520906,62714.07569048173,2814.709699126818,1800.79249976777,10608.74631509878,10069.840752054468
neutral,2025-03-19,44577.81536034686,0.0,44577.81536034686,67571.6069114113,0.0,3888.982757035274,10069.840752054468,10742.79936868063
neutral,2025-03-20,42964.61027168865,1305.8173657522711,44270.427637440924,64710.02408315678,278.71290786046023,2205.706848178458,10742.79936868063,7996.486497739963
neutral,2025-03-21,40404.08543011038,0.0,40404.08543011038,61434.97384908956,0.0,43520.43128234623,7996.486497739963,10672.878262923477
neutral,2025-03-22,18285.973379758718,586.762932519343,18872.736312278063,30918.916646734426,241.80290216936402,13885.76463736501,10672.878262923477,8837.17873585218
neutral,2025-03-23,22233.683575659852,92963.11864556825,115196.8022212281,38947.036537480686,20614.637163940824,1368.574827384949,8837.17873585218,5126.627037534494
neutral,2025-03-24,47265.863534931734,522.4398912656226,47788.30342619736,71100.06952289629,206.79246195315096,6761.061159327726,5126.627037534494,8607.634193407715
neutral,2025-03-25,46523.10135652082,3657.069422320939,50180.170778841755,68673.36361637631,776.1584338928149,4490.004731917541,8607.634193407715,9497.690053135908
neutral,2025-03-26,43503.361198086575,0.0,43503.361198086575,66735.04149087088,0.0,6447.154950883671,9497.690053135908,10520.21914068027
neutral,2025-03-27,41147.14975532517,3251.6061339681546,44398.75588929332,62773.55569070269,853.2111382556983,3421.677680786156,10520.21914068027,8510.277478323136
neutral,2025-03-28,37647.18517007037,0.0,37647.18517007037,57454.68689758312,0.0,41168.31383603018,8510.277478323136,10603.856892077047
neutral,2025-03-29,18284.741029052777,420.6860615680479,18705.427090620826,31063.665826753928,191.86964832068276,20523.800735821682,10603.856892077047,9846.393966861408
neutral,2025-03-30,20839.854101860074,96712.31420566331,117552.16830752339,36032.89435089224,22332.973041670884,4569.5402052488835,9846.393966861408,5007.46226970489
neutral,2025-03-31,46245.94001901365,84.24859055795137,46330.1886095716,69855.63454519508,29.51947812121632,7037.751908459707,5007.46226970489,7946.043692503304
neutral,2025-04-01,43936.15701171929,4564.678583076973,48500.83559479626,65493.04173680138,1498.627400799016,3001.4616435897424,7946.043692503304,8721.138769615975
neutral,2025-04-02,43849.91715465853,8715.655720155724,52565.57287481425,68756.52703798085,1768.6183883572994,4696.242211161156,8721.138769615975,10517.867551832238
neutral,2025-04-03,42435.67570453242,0.0,42435.67570453242,65348.12697283375,0.0,7935.337884828681,10517.867551832238,8492.42242540528
neutral,2025-04-04,35900.08332545824,15.966704947012195,35916.050030405255,54732.7852830772,7.369815345955317,42865.61142987009,8492.42242540528,10621.060790003417
neutral,2025-04-05,18027.86227507259,77.20360383718938,18105.06587890978,30803.79614219479,35.14582785348951,16616.42097196716,10621.060790003417,9525.702557753155
neutral,2025-04-06,20531.89208281698,92386.62377964499,112918.51586246197,35759.40946989704,21159.802424312285,3556.831004959712,9525.702557753155,5207.702328287769
neutral,2025-04-07,44401.225739806585,163.44855525929714,44564.67429506588,67019.31190524134,62.95605876736315,6970.793656613327,5207.702328287769,9162.03919027419
neutral,2025-04-08,43085.90175785402,5159.8793253193735,48245.781083173395,64353.895893528934,1151.8536635374462,7430.3289028739955,9162.03919027419,9644.758933506313
neutral,2025-04-09,40652.617871670634,11037.273182634523,51689.89105430516,62189.77856677506,3630.473815589859,3383.7446387473815,9644.758933506313,9300.081745221803
neutral,2025-04-10,41750.06965785235,397.5142498069025,42147.58390765925,65092.41485779709,183.97007639207177,6500.995681514631,9300.081745221803,9968.06550737717
neutral,2025-04-11,34462.349761994206,134.62602525206688,34596.97578724627,52342.279785919134,61.79821720099545,43034.735381600076,9968.06550737717,10624.724406868112
neutral,2025-04-12,17322.558463211506,638.2831507818911,17960.841613993398,29641.197017832113,211.54490497024162,19371.96377519341,10624.724406868112,8916.597250900482
neutral,2025-04-13,20102.387039036177,93637.52815646859,113739.91519550476,35220.234336333764,21102.25958785334,2607.1900616612256,8916.597250900482,5187.594676497004
neutral,2025-04-14,43288.75814836993,3452.836474241278,46741.594622611214,65426.521650279115,1357.9461598556818,6185.399979759719,5187.594676497004,10168.55786983088
neutral,2025-04-15,41394.16605822384,0.0,41394.16605822384,61349.907005011424,0.0,10012.219303569642,10168.55786983088,8325.64346011446
neutral,2025-04-16,37158.873156413705,12527.754137364833,49686.62729377854,57774.554184635286,4579.7619113685105,1706.8645230442444,8325.64346011446,9620.433712890537
neutral,2025-04-17,41769.006866299955,0.0,41769.006866299955,65237.46303983079,0.0,7858.347523373804,9620.433712890537,10456.88776402828
neutral,2025-04-18,33198.486556592135,16.07107864330576,33214.55763523544,48827.102547578885,7.414569154927687,39076.50252714582,10456.88776402828,10655.79495453059
neutral,2025-04-19,16323.580002112616,1073.4001534329086,17396.980155545523,27837.49833185765,310.9931217217319,18498.674220792247,10655.79495453059,10214.975124100205
neutral,2025-04-20,19385.396035981576,93945.49881382253,113330.89484980411,34439.37789496423,21310.519978583994,5529.812588565254,10214.975124100205,5107.669233904093
neutral,2025-04-21,43503.39740931647,82.17139040333878,43585.56879971981,66632.44288417428,41.00269777562263,9735.329166992022,5107.669233904093,10196.353473012343
neutral,2025-04-22,36721.95137366652,5220.348491419652,41942.29986508617,53617.44589043305,1478.910590486196,3808.1750781442615,10196.353473012343,6475.603143147732
neutral,2025-04-23,41896.557270474135,630.8397673636142,42527.39703783775,67108.03346730981,125.33606083517058,7923.301736488462,6475.603143147732,10800.0
neutral,2025-04-24,36141.2678448246,1567.3813261922933,37708.64917101689,55468.816982336015,646.2443788770493,6625.655110857455,10800.0,9783.545287312485
neutral,2025-04-25,30781.09313837973,0.0,30781.09313837973,46970.44007536042,0.0,40661.32061732698,9783.545287312485,10698.70941390132
neutral,2025-04-26,14981.825746394254,2406.2406239715438,17388.0663703658,25562.535865879592,1018.4485753139978,24315.779371909506,10698.70941390132,9141.813597140885
neutral,2025-04-27,20061.933675320623,86737.17752525024,106799.11120057086,35821.81354215698,19355.172097600822,7171.195351998933,9141.813597140885,5319.9721465337225
neutral,2025-04-28,42569.76462887902,7245.839323690987,49815.60395257,64675.56210897518,1738.6700552123525,5048.303519956658,5319.9721465337225,7210.772486355816
neutral,2025-04-29,43420.927004259254,989.1399119845561,44410.06691624381,66265.224106067,460.56778836005304,13681.579856917082,7210.772486355816,9751.226966149097
neutral,2025-04-30,35143.56426596287,6405.172660533474,41548.73692649635,53720.30050690978,2143.172559457553,3872.365677467764,9751.226966149097,10084.974919621063
neutral,2025-05-01,38417.70987237972,7490.754201679254,45908.46407405897,60683.812844560794,1386.2462875127007,10035.537375286109,10084.974919621063,7519.788055083786
neutral,2025-05-02,34701.20643287654,60.33840744912536,34761.54484032567,51709.54942295214,32.18404858679082,31088.3968196303,7519.788055083786,10557.751823296623
neutral,2025-05-03,19016.171993391305,965.4835132509862,19981.65550664229,31938.049342783997,359.64185990800905,20147.94232411946,10557.751823296623,10097.14626711411
neutral,2025-05-04,21297.013446556346,81869.97602624437,103166.98947280072,36493.88488009166,18529.131397496036,4538.387062433763,10097.14626711411,5446.33815221888
neutral,2025-05-05,42574.73465847753,11567.340110889156,54142.074769366685,63340.82728246847,3126.02921395036,4659.374454977629,5446.33815221888,9198.810163462198
neutral,2025-05-06,43973.90303887312,2296.6402625495684,46270.54330142269,64231.41134947477,587.7488004752769,7642.411058594474,9198.810163462198,10272.472322723474
neutral,2025-05-07,40859.81116978619,4550.581039079514,45410.392208865705,61776.532234131824,1015.0515055644563,5909.878496302087,10272.472322723474,8612.200359184977
neutral,2025-05-08,42598.16229943989,659.5634208023763,43257.72572024227,64616.74326050511,132.50590659963817,4692.473952326229,8612.200359184977,9449.11925958407
neutral,2025-05-09,36701.271223617885,0.0,36701.271223617885,55050.32586104749,0.0,41803.87629395911,9449.11925958407,10720.518984597089
neutral,2025-05-10,16371.396233830787,3163.2470406103594,19534.643274441147,27456.177215898482,1441.5556627402832,15690.677390790306,10720.518984597089,8409.598546800547
neutral,2025-05-11,22520.83361679263,88339.67617886326,110860.50979565589,39683.68249028419,19787.570674820014,3212.3040804918364,8409.598546800547,5825.981890212307
neutral,2025-05-12,47264.727345913794,370.9070317022267,47635.63437761602,71706.25663622853,71.1067231609601,12078.47110043553,5825.981890212307,10460.831814221696
neutral,2025-05-13,39586.6788574736,10800.998819106986,50387.677676580584,57104.170682783966,2930.060484932118,4267.091123801415,10460.831814221696,9901.146580674564
neutral,2025-05-14,39518.26980724455,1931.2407987848324,41449.510606029384,61199.08974624315,647.7170267492137,5004.909723004378,9901.146580674564,10031.351908409099
neutral,2025-05-15,40788.326329870426,2081.6595776151926,42869.98590748562,63542.64460404661,531.3598299654507,7979.006386553816,10031.351908409099,9696.04399865355
neutral,2025-05-16,35302.17820684783,0.0,35302.17820684783,53512.604645623505,0.0,46460.45484136167,9696.04399865355,10675.31224626791
neutral,2025-05-17,16549.167430818543,3567.214146190656,20116.381577009197,28518.284235290303,1119.5219190951384,18084.829651768665,10675.31224626791,8320.179113907983
neutral,2025-05-18,21463.105289603573,89861.27788036213,111324.3831699657,37680.10913272548,20887.548835308062,4141.2258710673805,8320.179113907983,5851.727420924959
neutral,2025-05-19,44022.15675869986,39.501002625000034,44061.65776132486,67933.30573043814,7.785750000000007,13384.147046258238,5851.727420924959,9940.530572072592
neutral,2025-05-20,39362.62863922746,9669.478716270396,49032.10735549786,57620.29188078442,2660.9430072849123,6057.374226024096,9940.530572072592,6718.30574870994
neutral,2025-05-21,41851.58012681441,1781.0944137393883,43632.6745405538,65820.88308362718,720.7464846386748,9602.981155480222,6718.30574870994,9027.307205828603
neutral,2025-05-22,40767.95161730493,2510.8396205924864,43278.791237897414,62894.387362133944,657.46210038831,7373.232674614937,9027.307205828603,10702.768666829477
neutral,2025-05-23,34033.529553208136,0.0,34033.529553208136,50092.96324913575,0.0,40465.895104858806,10702.768666829477,10688.940775420648
neutral,2025-05-24,16807.01641443724,240.3559147892723,17047.372329226513,28798.416372374675,110.92084251937445,21756.80326245274,10688.940775420648,10071.277692805204
neutral,2025-05-25,18677.52969918368,93371.56183176089,112049.09153094457,33317.04571486092,21540.379303996062,7044.766712518802,10071.277692805204,5845.357236476892
neutral,2025-05-26,41189.74871350665,7434.058737565103,48623.80745107175,61243.185919965195,2007.8073914266781,4703.776354108116,5845.357236476892,7154.40159517166
neutral,2025-05-27,45714.25462811101,253.5653559925918,45967.819984103604,69048.84128152375,63.67907915349515,13693.784169005809,7154.40159517166,10152.4239216909
neutral,2025-05-28,38098.786864521884,5812.756130006121,43911.542994528005,58725.88868710877,1780.7160990410182,4559.165472659555,10152.4239216909,10203.569824118062
neutral,2025-05-29,40267.847880420246,2381.2761670440823,42649.12404746433,62011.80215731909,533.1624305310079,6350.03531213082,10203.569824118062,8761.262047658478
neutral,2025-05-30,36540.83585621804,0.0,36540.83585621804,55013.87755159929,0.0,43353.65354078193,8761.262047658478,10669.586185929675
neutral,2025-05-31,17062.82212949601,1793.8897263700242,18856.711855866033,29108.337472208434,649.9653935476392,18545.698948281264,10669.586185929675,9781.55841770254
neutral,2025-06-01,21102.151193404985,143856.0666135319,164958.21780693688,39282.38496367508,33012.95528375976,1928.906896124482,9781.55841770254,5359.154740300479
neutral,2025-06-02,56724.98547356263,1887.6853918348477,58612.67086539748,83934.71667419333,463.94589229162983,9969.921726057299,5359.154740300479,8118.92969815506
neutral,2025-06-03,54427.813538455695,5309.917565427256,59737.73110388295,78548.44683805198,1283.5276982569926,6218.621537275698,8118.92969815506,10124.615807158538
neutral,2025-06-04,52513.62673096349,86.78509283538466,52600.41182379888,78088.9886664651,17.397031740079115,6553.677897608841,10124.615807158538,8379.832035405554
neutral,2025-06-05,52269.46077820334,3712.271064172479,55981.73184237582,78923.61847010543,773.6325308294147,4268.039954514423,8379.832035405554,8984.77941658845
neutral,2025-06-06,49223.563446680215,0.0,49223.563446680215,72634.36130129592,0.0,36762.446115804196,8984.77941658845,10746.408805939915
neutral,2025-06-07,23257.703624575253,3866.4415075809984,27124.145132156253,36718.266124819216,1621.6484530966875,4501.910131787765,10746.408805939915,9897.361361542678
neutral,2025-06-08,29407.326836291853,84020.47082264366,113427.79765893551,49325.67250558988,19635.291098152713,4712.986716164825,9897.361361542678,5316.3455376465545
neutral,2025-06-09,52743.05627256593,11799.916055680376,64542.97232824631,78386.05634489586,2815.302876313769,4405.707349058211,5316.3455376465545,7876.082375524633
neutral,2025-06-10,56670.368373526275,4269.272615202703,60939.64098872898,82343.90645414911,867.7368729284916,6235.184099183362,7876.082375524633,10125.499722484676
neutral,2025-06-11,53302.39303216673,10723.636573507227,64026.02960567395,79672.89247540996,2396.6048347982596,4054.3896906301225,10125.499722484676,8063.728052000626
neutral,2025-06-12,57651.21462703425,0.0,57651.21462703425,85656.87021341507,0.0,6607.137304932086,8063.728052000626,10676.236947811272
neutral,2025-06-13,48952.92798586095,0.0,48952.92798586095,71080.27850053224,0.0,39254.67354522758,10676.236947811272,10636.154226426503
neutral,2025-06-14,24295.76551087012,143.94776478253456,24439.71327565265,39233.460835216785,65.7777325399744,11137.864146899738,10636.154226426503,9218.781352852608
neutral,2025-06-15,25605.309327258106,121436.70661137329,147042.0159386314,42734.372481395556,30223.142015746133,1862.705127772323,9218.781352852608,5966.4991491560095
neutral,2025-06-16,56567.77536819582,4454.754283875365,61022.529652071185,84218.88396349836,1234.6896254575756,5768.105674863695,5966.4991491560095,9383.5410361154
neutral,2025-06-17,55355.04038381146,0.0,55355.04038381146,80340.2490714404,0.0,4677.088385325052,9383.5410361154,6783.262826985431
neutral,2025-06-18,57708.36093036014,0.0,57708.36093036014,86201.57607181801,0.0,7787.0394771984575,6783.262826985431,10750.63488293877
neutral,2025-06-19,52935.350595398406,1437.7764239729595,54373.127019371364,78050.14680438096,297.07267683221653,7012.132098801857,10750.63488293877,10217.283745387344
neutral,2025-06-20,48234.329656940274,0.0,48234.329656940274,69836.60692705863,0.0,43779.563283886644,10217.283745387344,10716.228898359
neutral,2025-06-21,20140.650698606394,4352.476939505257,24493.12763811165,32589.88844475598,1867.5900869846155,11842.592829839214,10716.228898359,10302.363348685449
neutral,2025-06-22,21539.219486355527,126433.17342420829,147972.39291056382,36567.88384154061,31711.07479955534,1283.5482861933192,10302.363348685449,5996.142351068281
neutral,2025-06-23,54616.881735267714,255.02755098333373,54871.90928625105,81134.27844285694,54.134483333333414,6735.102216898294,5996.142351068281,9786.81087617492
neutral,2025-06-24,52131.227232465855,18724.226409802184,70855.45364226804,74676.51217841735,4304.904101077668,2950.876071331747,9786.81087617492,6283.806689128507
neutral,2025-06-25,60043.43040340199,0.0,60043.43040340199,89579.20428095009,0.0,11139.177883500837,6283.806689128507,10665.003988920733
neutral,2025-06-26,51269.60003626108,621.3287096495604,51890.92874591064,74838.78659203896,131.88892159829345,4341.137957260515,10665.003988920733,10188.905335578609
neutral,2025-06-27,47705.518084032214,0.0,47705.518084032214,68351.05181099937,0.0,44720.921685845795,10188.905335578609,10707.657363892584
neutral,2025-06-28,19860.612932846852,4795.7342517761645,24656.347184623017,32571.917009691624,1865.2491452520153,10591.352823766818,10707.657363892584,9213.782873244345
neutral,2025-06-29,24425.10663732377,122572.92269538032,146998.02933270409,42353.758820715535,30264.47835687153,2921.1502086261535,9213.782873244345,6019.319596414545
neutral,2025-06-30,54202.90475155036,1227.0628465579803,55429.96759810834,79611.45193250696,293.8662011013979,4111.088947289263,6019.319596414545,8977.002307980936
neutral,2025-07-01,58005.17825515631,0.0,58005.17825515631,84477.279817111,0.0,5871.334619035181,8977.002307980936,5563.051148459402
neutral,2025-07-02,60701.339711666646,0.0,60701.339711666646,91438.62000123659,0.0,11029.076157332987,5563.051148459402,9706.622434017232
neutral,2025-07-03,53555.30531012571,19796.71000960312,73352.01531972883,78975.05322890215,4867.795721776174,2478.30446202433,9706.622434017232,7799.354870534191
neutral,2025-07-04,57732.59741533135,0.0,57732.59741533135,83705.09678538737,0.0,48936.991060913526,7799.354870534191,10657.155816188133
neutral,2025-07-05,28362.213341160066,1512.4406553257504,29874.653996485817,44334.485572223275,595.0209173954838,13310.998670346742,10657.155816188133,9948.509075648468
neutral,2025-07-06,30966.125091243994,129610.76124374045,160576.88633498445,49431.89569690952,30833.510870154365,1429.2077399482819,9948.509075648468,5274.667679304754
neutral,2025-07-07,64359.19791592886,0.0,64359.19791592886,93679.9562398766,0.0,11651.36559989753,5274.667679304754,10527.644154878924
neutral,2025-07-08,55922.3373900203,5826.4851570099645,61748.822547030264,80022.60057886432,1365.5804253111137,5343.033801898738,10527.644154878924,7623.952713246667
neutral,2025-07-09,58665.21977919071,0.0,58665.21977919071,85512.71099117427,0.0,6171.050431083231,7623.952713246667,9541.308762638919
neutral,2025-07-10,55258.30827432173,3811.839326418669,59070.1476007404,80213.19991802203,1094.364132806295,5217.671637311302,9541.308762638919,9416.383432241564
neutral,2025-07-11,52082.028784810755,0.0,52082.028784810755,73916.71090844768,0.0,37132.406142669155,9416.383432241564,10544.417657612375
neutral,2025-07-12,29404.120901807313,263.5403149019873,29667.6612167093,46865.86784784589,72.13679466081999,14160.200768041977,10544.417657612375,8830.798126950596
neutral,2025-07-13,30346.54124837501,96483.45086879203,126829.99211716704,48583.89373197596,21899.65418262687,1240.8110784151897,8830.798126950596,5387.608623374674
neutral,2025-07-14,57016.81871761101,0.0,57016.81871761101,81599.96618155346,0.0,4417.167094735338,5387.608623374674,7959.094716593776
neutral,2025-07-15,57273.134060207994,0.0,57273.134060207994,81811.03039056485,0.0,6170.066805399086,7959.094716593776,8309.761190472256
neutral,2025-07-16,54942.710212932245,1844.862827626146,56787.57304055839,79645.82857122223,670.215752878715,4310.2136510839855,8309.761190472256,9122.811812427208
neutral,2025-07-17,54649.76128170715,4551.5606359714775,59201.32191767863,78670.375285185,903.46224375292,3297.898752554467,9122.811812427208,9483.58254160987
neutral,2025-07-18,52292.55094285241,0.0,52292.55094285241,73047.02272823214,0.0,37397.19453537674,9483.58254160987,10673.009831817795
neutral,2025-07-19,27405.15654288036,1415.0662424535622,28820.22278533392,43159.27820877328,650.5319192158654,14306.43593231377,10673.009831817795,9442.42746205752
neutral,2025-07-20,31345.449152653942,102557.09032802453,133902.53948067848,50733.78837261058,24051.960155594745,2863.449036082824,9442.42746205752,5695.473537396207
neutral,2025-07-21,56664.515082854836,3066.689604469768,59731.2046873246,81857.04401915518,685.7137184768312,3361.520767414351,5695.473537396207,8045.48257213664
neutral,2025-07-22,58674.81110980203,0.0,58674.81110980203,84257.15545338241,0.0,5573.759832430882,8045.48257213664,9548.735778453773
neutral,2025-07-23,55309.166300236495,2295.7194029727016,57604.8857032092,79964.79675296263,473.3176512166484,3550.9770821054526,9548.735778453773,8825.368232855637
neutral,2025-07-24,57233.383577736284,369.22505035648555,57602.60862809277,82862.25032100585,73.18046646427231,5883.269833790411,8825.368232855637,8977.575761273065
neutral,2025-07-25,51160.14478742321,0.0,51160.14478742321,74275.82556868729,0.0,42826.473418926194,8977.575761273065,10587.651808495584
neutral,2025-07-26,27453.38639392973,1053.882055096878,28507.268449026607,43249.506230561885,466.1277973815024,12013.840627386706,10587.651808495584,10252.897347548305
neutral,2025-07-27,29281.418142800037,114846.80987742919,144128.22802022923,47000.603587154925,26691.526817939557,1145.0931818301258,10252.897347548305,5446.635443788633
neutral,2025-07-28,58488.27397359004,3010.082818981535,61498.356792571576,85405.59367815463,747.188374521714,4245.397128512345,5446.635443788633,6506.351535740031
neutral,2025-07-29,60166.6460522346,0.0,60166.6460522346,87603.51433441797,0.0,4628.451531082752,6506.351535740031,10220.227885954315
neutral,2025-07-30,55483.50649631904,1029.8734758205273,56513.37997213956,82448.20154863107,235.12224925766452,5620.772472962559,10220.227885954315,9593.377353649033
neutral,2025-07-31,54073.26514655861,0.0,54073.26514655861,79270.63611875658,0.0,2391.463321669935,9593.377353649033,8354.307485111709
neutral,2025-08-01,52813.84655252864,0.0,52813.84655252864,77308.48125293921,0.0,50184.65200580825,8354.307485111709,10720.008368432236
neutral,2025-08-02,25150.524979456357,2006.8376375263501,27157.362616982708,40555.60597085012,536.0297584171759,16852.99120055902,10720.008368432236,10252.28248465607
neutral,2025-08-03,28563.043043928752,90720.09959618057,119283.14264010932,47648.29599323319,20353.577863262486,5594.327008275397,10252.28248465607,6234.472848446311
neutral,2025-08-04,50336.114604097456,2812.3586157718746,53148.47321986933,71126.0244242461,836.6159754527342,1634.5037993628769,6234.472848446311,8396.971947007245
neutral,2025-08-05,52052.180056237055,2283.1733992337886,54335.353455470846,74434.46827010837,433.2834269134707,4583.107955660444,8396.971947007245,10412.623515656607
neutral,2025-08-06,46574.93222355006,8690.072423810292,55265.00464736035,67853.25791079721,2428.805758082973,1108.1132950644717,10412.623515656607,8113.137205824916
neutral,2025-08-07,52696.72947370483,2408.9336861848906,55105.66315988972,79064.49412268779,663.4014792359145,10246.358901312098,8113.137205824916,10468.04774430169
neutral,2025-08-08,43786.42250421501,27.720551915661176,43814.14305613067,62587.16631349054,12.956556165300853,43027.872946118245,10468.04774430169,10683.489085032097
neutral,2025-08-09,24379.293425052885,2584.2978061378394,26963.591231190723,40206.618493615126,898.7980644230556,19493.45206746487,10683.489085032097,9635.53225595103
neutral,2025-08-10,27666.31147667155,106709.05727438348,134375.36875105504,47264.222093274344,24704.33166953134,5862.327759282393,9635.53225595103,6887.98632743845
neutral,2025-08-11,52377.135060060566,5914.6835635195075,58291.818623580075,75542.75032368355,1428.5460020888993,6245.53573151704,6887.98632743845,10098.008300060583
neutral,2025-08-12,50893.817626581105,2120.830025422393,53014.6476520035,71869.97875773214,895.7295847870489,4568.521752690328,10098.008300060583,7435.872998524551
neutral,2025-08-13,50541.3513900707,2183.635363089324,52724.98675316002,74771.86859403369,568.8789034610232,2546.4994556379743,7435.872998524551,10734.288773931587
neutral,2025-08-14,48940.460756576416,5413.396137561796,54353.85689413821,72640.09706645613,1177.8773086540507,5432.616963431253,10734.288773931587,9533.997864407416
neutral,2025-08-15,46903.59347423714,16.092359690584463,46919.685833927724,67916.32009336232,7.521551619810452,46077.67731692029,9533.997864407416,10670.764096698464
neutral,2025-08-16,25348.48081225089,2304.5713550385226,27653.052167289414,42144.6433299888,703.2516780270146,22425.197186339865,10670.764096698464,9879.606840039423
neutral,2025-08-17,26752.03997883357,104921.53093829725,131673.57091713083,44895.650363045264,24966.307512604904,6130.211875132524,9879.606840039423,6849.85123732725
neutral,2025-08-18,52906.27409850361,4248.551148816414,57154.82524732002,76204.23951536082,813.6074430855664,6989.08354360532,6849.85123732725,9558.595655182258
neutral,2025-08-19,50414.02576327628,1912.2903162300786,52326.31607950636,70639.0745290479,879.0686790128019,4574.347738661756,9558.595655182258,9147.127849079092
neutral,2025-08-20,47876.589179117436,18115.270189513765,65991.85936863121,69960.84094996969,4553.8219983765675,1455.6767499820767,9147.127849079092,8110.84669743139
neutral,2025-08-21,53875.101236940296,156.5819050659284,54031.68314200622,80772.55311303875,72.7286415265936,8886.52471620186,8110.84669743139,10615.975298335876
neutral,2025-08-22,46370.53980877437,0.0,46370.53980877437,66279.25730262525,0.0,41794.370521797944,10615.975298335876,10721.020768786957
neutral,2025-08-23,25566.889018815604,2221.288695001176,27788.17771381678,40515.60417245076,913.3856487516254,15715.052921844126,10721.020768786957,10224.927713771242
neutral,2025-08-24,27745.35485583332,107062.551673721,134807.9065295543,46546.98478557277,24358.89836383639,6987.4213672648875,10224.927713771242,6759.618042071716
neutral,2025-08-25,53354.98962816848,7530.049202059591,60885.03883022807,75632.40662214815,2232.36987245625,4877.805477075567,6759.618042071716,6266.997457180911
neutral,2025-08-26,57101.8287628167,1831.804243755404,58933.633006572105,82418.63637853708,364.92148813526916,9845.104758789257,6266.997457180911,10697.66893338541
neutral,2025-08-27,49253.594844096806,5815.257110650149,55068.851954746955,70863.26123099009,1647.7960517790918,3050.445002905853,10697.66893338541,8780.671621176101
neutral,2025-08-28,53065.709056013366,6388.482894293777,59454.19195030714,77748.80818961488,1617.7678900691606,4665.76708648716,8780.671621176101,9389.792159321101
neutral,2025-08-29,49732.416465889815,0.0,49732.416465889815,71286.24014288586,0.0,44210.25394283453,9389.792159321101,10625.436488797443
neutral,2025-08-30,26253.176101898775,1051.2417354435352,27304.41783734231,42470.56828848935,492.69240894541434,21256.275403058127,10625.436488797443,9553.317912443306
neutral,2025-08-31,28777.975539319756,102814.2704928484,131592.24603216816,47587.87122308866,23823.97555043508,4126.66472802591,9553.317912443306,6620.061766225993
neutral,2025-09-01,51786.78325213278,0.0,51786.78325213278,72855.26284671033,0.0,12461.176637238397,6620.061766225993,10684.043608240021
neutral,2025-09-02,41664.51730070618,7428.222313846051,49092.739614552236,58729.18561419006,1790.3213347870364,4378.233701412109,10684.043608240021,9547.03899860953
neutral,2025-09-03,41213.566060048535,3102.719867952529,44316.28592800107,60729.695193669046,910.8961487066481,4805.566878008929,9547.03899860953,7531.4575965917265
neutral,2025-09-04,43400.004458325275,5615.618455518287,49015.62291384356,64743.78517180147,1406.9614521252877,5888.047455980355,7531.4575965917265,10339.941412172097
neutral,2025-09-05,40787.10541357621,0.0,40787.10541357621,59130.1790418576,0.0,48786.62833035867,10339.941412172097,10684.96204683713
neutral,2025-09-06,18584.155638208824,3196.071211528858,21780.226849737683,31032.484084419895,1247.0921528945357,20880.278488455635,10684.96204683713,10381.018561961371
neutral,2025-09-07,21463.24483130844,102907.52499223463,124370.76982354306,36916.83406965336,23697.72325679725,6552.6206420394055,10381.018561961371,5933.029490666448
neutral,2025-09-08,45818.05515694384,624.9263429357306,46442.98149987957,66483.67893274804,160.24864086509618,4590.5480004433475,5933.029490666448,5845.499616535586
neutral,2025-09-09,49893.52850660889,0.0,49893.52850660889,72614.28652535449,0.0,11959.558430490943,5845.499616535586,10417.151261616698
neutral,2025-09-10,40539.059524927725,18684.872976005736,59223.93250093346,59526.737385063825,5038.8450126063635,1914.1160628120354,10417.151261616698,8376.020625892434
neutral,2025-09-11,47592.438430507376,0.0,47592.438430507376,69554.8916525827,0.0,11354.39820387278,8376.020625892434,9926.855830682176
neutral,2025-09-12,39788.71022513407,0.0,39788.71022513407,57134.13106376107,0.0,41561.814883548395,9926.855830682176,10737.648731948027
neutral,2025-09-13,19509.931623743512,1687.0820733256858,21197.013697069196,32234.27812393222,796.25976512435,22193.820566954964,10737.648731948027,9563.890304237642
neutral,2025-09-14,23065.249178628037,106219.71315551212,129284.96233414015,39576.306577811614,24558.281611148333,4613.3117774409575,9563.890304237642,5522.787851092184
neutral,2025-09-15,50701.3907802608,140.23704588901245,50841.627826149816,73950.0459184509,38.06307662836413,10985.724755593017,5522.787851092184,10193.76244319485
neutral,2025-09-16,45786.39919039156,1548.4314835704924,47334.83067396205,63933.817761016784,625.3817288731982,5375.099754850788,10193.76244319485,6972.987307336844
neutral,2025-09-17,48275.587371998656,2463.224746871163,50738.81211886982,72571.5533730246,489.4949190268011,6302.992450904716,6972.987307336844,10349.093837088074
neutral,2025-09-18,45542.66635067099,0.0,45542.66635067099,66088.88705489328,0.0,4227.402379640125,10349.093837088074,9792.858285734881
neutral,2025-09-19,41328.02088360295,0.0,41328.02088360295,58359.78397648482,0.0,38298.20748799751,9792.858285734881,10657.722316816342
neutral,2025-09-20,20716.956018100213,2441.3931492674674,23158.34916736768,34307.65307137452,746.6752979820878,17030.01898421412,10657.722316816342,9484.642877712662
neutral,2025-09-21,23672.975276782992,94266.82668105344,117939.80195783643,41024.26553545677,21793.150983432766,4566.789738373958,9484.642877712662,5993.577446429361
