policy,date,initial_cost,increase_cost,cancellation_refund,cancellation_penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,start_kwh,end_kwh
forecast_only,2025-07-22,54620.45128285772,0.0,0.0,0.0,0.0,2455.4861444188928,57075.937427276614,85542.15760622616,85542.15760622616,0.0,0.0,624.7040798969831,2237.8632794097466,2800.8723128778574
mask_000,2025-07-23,60539.421723525265,0.0,0.0,0.0,0.0,2.153695355389118e-11,60539.42172352529,93923.47271554716,93923.47271554716,0.0,0.0,3.75699471533153e-12,2800.8723128778574,2355.040958829458
mask_001,2025-07-23,60721.777302115064,0.0,8367.401415238804,4183.700707619402,-4183.700707619402,1.4218421995337849e-11,56538.07659449568,94347.05529708898,82363.38433457186,0.0,11983.670962517117,3.062439191126032e-12,2419.647989490213,2348.3439942792947
mask_010,2025-07-23,60545.03939643331,77.97192644049478,5891.854925798297,2945.9274628991484,-2867.9555364586536,3.6746968357093124e-11,57677.08385997469,93936.53099752775,84797.37858369004,41.525459277869345,9180.677873115592,6.234568417085029e-12,2789.1198590953295,2362.7870838824765
mask_011,2025-07-23,60544.805684087136,0.0,8367.401415238804,4183.700707619402,-4183.700707619402,1.4218421995337849e-11,56361.104976467745,93935.98773312474,81952.3167706076,0.0,11983.670962517117,3.062439191126032e-12,2789.6087970580375,2348.3439942792947
mask_100,2025-07-23,60541.11786689607,0.0,0.0,0.0,0.0,2.153695355389118e-11,60541.11786689609,93927.41540120688,93927.41540120688,0.0,0.0,3.75699471533153e-12,2797.323895784121,2355.040958829458
mask_101,2025-07-23,60721.777302115064,0.0,8367.401415238804,4183.700707619402,-4183.700707619402,1.4218421995337849e-11,56538.07659449568,94347.05529708898,82363.38433457186,0.0,11983.670962517117,3.062439191126032e-12,2419.647989490213,2348.3439942792947
mask_110,2025-07-23,60545.03939643331,87.14473046432374,5922.122383294383,2961.0611916471917,-2873.9164611828683,2.9490588637770544e-11,57671.12293525047,93936.53099752775,84781.9815758903,50.30980907169965,9204.859230709146,5.0750514901665156e-12,2789.1198590953295,2367.7444876996087
mask_111,2025-07-23,60544.805684087136,0.0,8367.401415238804,4183.700707619402,-4183.700707619402,1.4218421995337849e-11,56361.104976467745,93935.98773312474,81952.3167706076,0.0,11983.670962517117,3.062439191126032e-12,2789.6087970580375,2348.3439942792947
forecast_only,2025-07-23,60539.421723525265,0.0,0.0,0.0,0.0,2.153695355389118e-11,60539.42172352529,93923.47271554716,93923.47271554716,0.0,0.0,3.75699471533153e-12,2800.8723128778574,2355.040958829458
mask_000,2025-07-24,60365.86523094106,0.0,0.0,0.0,0.0,3.428495753965422e-11,60365.8652309411,93715.29246229993,93715.29246229993,0.0,0.0,6.8611782921834674e-12,2355.040958829458,2816.2394397441767
mask_001,2025-07-24,60369.07307696059,0.0,5718.638773075852,2859.319386537926,-2859.319386537926,3.721567276571136e-11,57509.7536904227,93722.73353402232,85477.71206403246,0.0,8245.021469989873,7.269740365245525e-12,2348.3439942792947,2806.2943523346216
mask_010,2025-07-24,60362.15483704067,0.0,6377.007449082947,3188.5037245414733,-3188.5037245414733,3.8918750888683464e-11,57173.65111249923,93706.68565668545,84001.3221423496,0.0,9705.363514335862,7.778666599733697e-12,2362.7870838824765,2799.9860755372797
mask_011,2025-07-24,60369.07307696059,0.0,7589.229199420439,3794.6145997102194,-3794.6145997102194,3.573126683420469e-11,56574.4584772504,93722.73353402232,82467.2886011535,0.0,11255.444932868833,7.192468842731614e-12,2348.3439942792947,2799.9860755372797
mask_100,2025-07-24,60365.86523094106,0.0,52.24087635852865,26.120438179264326,-26.120438179264326,3.219471134130458e-11,60339.74479276183,93715.29246229993,93672.39728577124,0.0,42.89517652869347,6.548539488449023e-12,2355.040958829458,2812.2349520410767
mask_101,2025-07-24,60369.07307696059,0.0,5718.638773075852,2859.319386537926,-2859.319386537926,3.721567276571136e-11,57509.7536904227,93722.73353402232,85477.71206403246,0.0,8245.021469989873,7.269740365245525e-12,2348.3439942792947,2806.2943523346216
mask_110,2025-07-24,60359.78024061226,0.0,6377.007449082947,3188.5037245414733,-3188.5037245414733,3.8918750888683464e-11,57171.276516070815,93701.17743022199,83995.81391588613,0.0,9705.363514335862,7.778666599733697e-12,2367.7444876996087,2799.9860755372797
mask_111,2025-07-24,60369.07307696059,0.0,7589.229199420439,3794.6145997102194,-3794.6145997102194,3.573126683420469e-11,56574.4584772504,93722.73353402232,82467.2886011535,0.0,11255.444932868833,7.192468842731614e-12,2348.3439942792947,2799.9860755372797
forecast_only,2025-07-24,60365.86523094106,0.0,0.0,0.0,0.0,3.428495753965422e-11,60365.8652309411,93715.29246229993,93715.29246229993,0.0,0.0,6.8611782921834674e-12,2355.040958829458,2816.2394397441767
mask_000,2025-07-25,29134.45254275476,0.0,0.0,0.0,0.0,1.1859992765650418e-11,29134.45254275477,47159.554463495246,47159.554463495246,0.0,0.0,2.1826984664130578e-12,2816.2394397441767,4238.782264796376
mask_001,2025-07-25,29139.143308982933,39.55201185056931,573.0135437286475,286.50677186432375,-246.95476001375442,1.100482904803357e-11,28892.18854896919,47170.60456061698,46532.45428298612,21.027603984433654,659.1778816152856,2.0463630789890885e-12,2806.2943523346216,4239.726499103854
mask_010,2025-07-25,29142.118712872347,51.0667754552271,1209.0468650304751,604.5234325152376,-553.4566570600105,1.2777128688412631e-11,28588.66205581235,47177.61375705847,45814.41733479863,27.17221103122722,1390.368633291063,2.4584778657299466e-12,2799.9860755372797,4237.8159338528985
mask_011,2025-07-25,29142.118712872347,51.088293701541886,1209.0468650304751,604.5234325152376,-553.4351388136956,1.2777128688412631e-11,28588.683574058665,47177.61375705847,45814.417334798636,27.17221103122688,1390.368633291063,2.4584778657299466e-12,2799.9860755372797,4238.3140414064965
mask_100,2025-07-25,29136.34132612139,0.0,0.0,0.0,0.0,1.1859992765650418e-11,29136.3413261214,47164.00389427647,47164.00389427647,0.0,0.0,2.1826984664130578e-12,2812.2349520410767,4238.782264796376
mask_101,2025-07-25,29139.143308982933,39.70589682441286,595.3523939189511,297.67619695947553,-257.97030013506264,1.1142116562723458e-11,28881.173008847883,47170.60456061698,46514.87858027115,21.271744746109107,676.9977250919358,2.0676793610618915e-12,2806.2943523346216,4239.042180903575
mask_110,2025-07-25,29142.118712872347,52.08213158968212,1238.5916252007169,619.2958126003584,-567.2136810106763,1.2777128688412631e-11,28574.905031861686,47177.61375705847,45792.26642247837,28.620405635440193,1413.9677402155362,2.4584778657299466e-12,2799.9860755372797,4239.11930899669
mask_111,2025-07-25,29142.118712872347,51.835705170295775,1238.2679534503297,619.1339767251649,-567.2982715548691,1.2777128688412631e-11,28574.820441317494,47177.61375705847,45792.26642247837,28.35799025780716,1413.705324837902,2.4584778657299466e-12,2799.9860755372797,4239.1747077986365
forecast_only,2025-07-25,29134.45254275476,0.0,0.0,0.0,0.0,1.1859992765650418e-11,29134.45254275477,47159.554463495246,47159.554463495246,0.0,0.0,2.1826984664130578e-12,2816.2394397441767,4238.782264796376
mask_000,2025-07-26,26437.824701484067,0.0,0.0,0.0,0.0,1.3221391315099141e-11,26437.82470148408,43101.993108881325,43101.993108881325,0.0,0.0,2.418065747633591e-12,4238.782264796376,3046.473871375493
mask_001,2025-07-26,26437.435152374772,0.0,0.0,0.0,0.0,1.2333177368262227e-11,26437.435152374783,43100.943959650795,43100.943959650795,0.0,0.0,2.0095036745715333e-12,4239.726499103854,3046.473871375493
mask_010,2025-07-26,26438.223366683305,118.80384540585302,717.4673661933568,358.7336830966784,-239.92983769082537,9.622837637834892e-12,26198.29352899249,43103.06680992963,42290.242636933035,63.27455220970546,876.0987252062989,1.5774048733874224e-12,4237.8159338528985,3046.9596346966914
mask_011,2025-07-26,26438.017869644806,118.80384540585302,717.4673661933568,358.7336830966784,-239.92983769082537,9.622837637834892e-12,26198.08803195399,43102.513357092306,42289.68918409571,63.27455220970546,876.0987252062989,1.5774048733874224e-12,4238.3140414064965,3046.9596346966914
mask_100,2025-07-26,26437.824701484067,0.0,0.0,0.0,0.0,1.3221391315099141e-11,26437.82470148408,43101.993108881325,43101.993108881325,0.0,0.0,2.418065747633591e-12,4238.782264796376,3046.473871375493
mask_101,2025-07-26,26437.717471650067,0.0,0.0,0.0,0.0,1.3221391315099141e-11,26437.71747165008,43101.70431320666,43101.70431320666,0.0,0.0,2.418065747633591e-12,4239.042180903575,3046.473871375493
mask_110,2025-07-26,26437.68565202676,118.80384540585302,717.4673661933568,358.7336830966784,-239.92983769082537,1.0511051584671804e-11,26197.755814335946,43101.618615325424,42288.79444232883,63.27455220970546,876.0987252062989,1.98596694644948e-12,4239.11930899669,3046.9596346966914
mask_111,2025-07-26,26437.662796943245,118.80384540585302,717.4673661933568,358.7336830966784,-239.92983769082537,9.622837637834892e-12,26197.73295925243,43101.55706110103,42288.73288810444,63.27455220970546,876.0987252062989,1.5774048733874224e-12,4239.1747077986365,3046.9596346966914
forecast_only,2025-07-26,26437.824701484067,0.0,0.0,0.0,0.0,1.3221391315099141e-11,26437.82470148408,43101.993108881325,43101.993108881325,0.0,0.0,2.418065747633591e-12,4238.782264796376,3046.473871375493
mask_000,2025-07-27,53102.808813389915,0.0,0.0,0.0,0.0,3.345835699773355e-11,53102.80881338995,83523.96972355191,83523.96972355191,0.0,0.0,6.56772422905072e-12,3046.473871375493,2338.1770459851496
mask_001,2025-07-27,53102.808813389915,0.0,3671.926397214722,1835.963198607361,-1835.963198607361,1340.7003731167572,52607.545987899306,83523.96972355191,78174.79428486084,0.0,5349.175438691082,196.2579770034336,3046.473871375493,1509.8521623589315
mask_010,2025-07-27,53102.57661852238,980.1104903272367,1665.379546384896,832.689773192448,147.42071713478867,1.9347428548144308e-11,53249.997335657186,83523.42998652835,80797.9788571037,843.0310762009976,3568.482205625641,3.524291969370097e-12,3046.9596346966914,2321.2427600737183
mask_011,2025-07-27,53102.57661852238,288.20306295969476,3890.4705697335767,1945.2352848667883,-1657.0322219070936,75.99826143104221,51521.542658046325,83523.42998652835,78058.11623936897,268.4871271509473,5733.8008743103255,11.268183176077057,3046.9596346966914,1574.8409128275948
mask_100,2025-07-27,53102.808813389915,0.0,0.0,0.0,0.0,3.345835699773355e-11,53102.80881338995,83523.96972355191,83523.96972355191,0.0,0.0,6.56772422905072e-12,3046.473871375493,2338.1770459851496
mask_101,2025-07-27,53102.808813389915,694.555147950946,3671.926397214722,1835.963198607361,-1141.408050656415,75.59311979159119,52036.99388252509,83523.96972355191,78522.70846143935,347.9141765785239,5349.175438691082,11.208113246586576,3046.473871375493,1681.9524822769365
mask_110,2025-07-27,53102.57661852238,980.1104903272367,1665.379546384896,832.689773192448,147.42071713478867,1.9347428548144308e-11,53249.997335657186,83523.42998652835,80797.9788571037,843.0310762009976,3568.482205625641,3.524291969370097e-12,3046.9596346966914,2321.2427600737183
mask_111,2025-07-27,53102.57661852238,288.20306295969476,3890.4705697335767,1945.2352848667883,-1657.0322219070936,75.99826143104221,51521.542658046325,83523.42998652835,78058.11623936897,268.4871271509473,5733.8008743103255,11.268183176077057,3046.9596346966914,1574.8409128275948
forecast_only,2025-07-27,53102.808813389915,0.0,0.0,0.0,0.0,3.345835699773355e-11,53102.80881338995,83523.96972355191,83523.96972355191,0.0,0.0,6.56772422905072e-12,3046.473871375493,2338.1770459851496
mask_000,2025-07-28,55544.4086442423,0.0,0.0,0.0,0.0,25.207631391091343,55569.616275633394,87686.74379758401,87686.74379758401,0.0,0.0,3.737509287730365,2338.1770459851496,2125.1094955280723
mask_001,2025-07-28,55941.17626349926,0.0,0.0,0.0,0.0,25.207631391091343,55966.38389489036,88607.10477939092,88607.10477939092,0.0,0.0,3.737509287730365,1509.8521623589315,2125.1094955280723
mask_010,2025-07-28,55552.520167193885,156.73572391831124,1536.4613683133175,768.2306841566588,-611.4949602383476,25.207631391096665,54966.23283834664,87705.55967081894,85624.73195291508,83.46409421510805,2164.2918121189678,3.7375092877311635,2321.2427600737183,2123.2609856810163
mask_011,2025-07-28,55910.04665202477,156.73572391831124,1536.4613683133175,768.2306841566588,-611.4949602383476,25.207631391096665,55323.759323177524,88534.89505664796,86454.0673387441,83.46409421510805,2164.2918121189678,3.7375092877311635,1574.8409128275948,2123.2609856810163
mask_100,2025-07-28,55544.4086442423,0.0,0.0,0.0,0.0,25.207631391091343,55569.616275633394,87686.74379758401,87686.74379758401,0.0,0.0,3.737509287730365,2338.1770459851496,2125.1094955280723
mask_101,2025-07-28,55858.74021025854,0.0,0.0,0.0,0.0,25.207631391091343,55883.947841649635,88415.88220170425,88415.88220170425,0.0,0.0,3.737509287730365,1681.9524822769365,2125.1094955280723
mask_110,2025-07-28,55552.520167193885,156.73572391831124,1536.4613683133175,768.2306841566588,-611.4949602383476,25.207631391096665,54966.23283834664,87705.55967081894,85624.73195291508,83.46409421510805,2164.2918121189678,3.7375092877311635,2321.2427600737183,2123.2609856810163
mask_111,2025-07-28,55910.04665202477,156.73572391831124,1536.4613683133175,768.2306841566588,-611.4949602383476,25.207631391096665,55323.759323177524,88534.89505664796,86454.0673387441,83.46409421510805,2164.2918121189678,3.7375092877311635,1574.8409128275948,2123.2609856810163
forecast_only,2025-07-28,55544.4086442423,0.0,0.0,0.0,0.0,25.207631391091343,55569.616275633394,87686.74379758401,87686.74379758401,0.0,0.0,3.737509287730365,2338.1770459851496,2125.1094955280723
mask_000,2025-07-29,53792.511092920045,0.0,0.0,0.0,0.0,292.95432109743393,54085.46541401748,85179.97879405375,85179.97879405375,0.0,0.0,43.40529628409963,2125.1094955280723,2455.47995935593
mask_001,2025-07-29,53792.511092920045,1299.5807367748448,680.1624354307756,340.0812177153878,959.499519059457,546.8830585789037,55298.8936705584,85179.97879405375,85444.8513649119,1083.57169314881,818.6991222906572,80.24137509236857,2125.1094955280723,1899.5867146154333
mask_010,2025-07-29,53793.396529136786,0.0,0.0,0.0,0.0,292.95432109743393,54086.35085023422,85182.03269388381,85182.03269388381,0.0,0.0,43.40529628409963,2123.2609856810163,2455.47995935593
mask_011,2025-07-29,53793.396529136786,1299.5807367748448,680.1624354307756,340.0812177153878,959.499519059457,546.8830585789037,55299.77910677514,85182.03269388381,85446.90526474196,1083.57169314881,818.6991222906572,80.24137509236857,2123.2609856810163,1899.5867146154333
mask_100,2025-07-29,53792.511092920045,1.285170112500603,6.3987234002110585,3.1993617001055292,-1.9141915876049267,292.9543210974341,54083.55122242988,85179.97879405375,85170.15985664412,0.6883426327632378,10.507280042384082,43.405296284099656,2125.1094955280723,2445.9124971395595
mask_101,2025-07-29,53792.511092920045,1299.5807367748448,680.1624354307756,340.0812177153878,959.499519059457,546.8830585789037,55298.8936705584,85179.97879405375,85444.8513649119,1083.57169314881,818.6991222906572,80.24137509236857,2125.1094955280723,1899.5867146154333
mask_110,2025-07-29,53793.396529136786,1.285170112500603,6.3987234002110585,3.1993617001055292,-1.9141915876049267,292.9543210974341,54084.43665864662,85182.03269388381,85172.21375647419,0.6883426327632378,10.507280042384082,43.405296284099656,2123.2609856810163,2445.9124971395595
mask_111,2025-07-29,53793.396529136786,1299.5807367748448,680.1624354307756,340.0812177153878,959.499519059457,546.8830585789037,55299.77910677514,85182.03269388381,85446.90526474196,1083.57169314881,818.6991222906572,80.24137509236857,2123.2609856810163,1899.5867146154333
forecast_only,2025-07-29,53792.511092920045,0.0,0.0,0.0,0.0,292.95432109743393,54085.46541401748,85179.97879405375,85179.97879405375,0.0,0.0,43.40529628409963,2125.1094955280723,2455.47995935593
mask_000,2025-07-30,49688.25643499028,0.0,0.0,0.0,0.0,6367.869208226499,56056.12564321678,77983.93562621996,77983.93562621996,0.0,0.0,1060.7584510815104,2455.47995935593,2162.9798296815225
mask_001,2025-07-30,49954.52929922097,4013.3183467170797,278.6407025781499,139.32035128907495,3873.9979954280047,1.8638366627854454e-11,53828.527294649,78601.59478704272,82867.45400191212,4723.412340716148,457.55312584674357,3.2662761384472105e-12,1899.5867146154333,2204.4400632503994
mask_010,2025-07-30,49688.25643499028,3316.071322675043,277.0605044146084,138.5302522073042,3177.5410704677392,1.8669640278190512e-11,52865.797505458046,77983.93562621996,81043.15323573127,3514.175907673176,454.9582981618581,3.3382185904429207e-12,2455.47995935593,2206.8575777101514
mask_011,2025-07-30,49954.52929922097,4132.754952600069,913.7135821126581,456.85679105632903,3675.8981615437406,1.883123124102326e-11,53630.42746076473,78601.59478704272,81691.12669740662,4838.3140718085,1748.7821614445925,3.3573144264664734e-12,1899.5867146154333,2205.9854272938423
mask_100,2025-07-30,49692.839249391924,1954.5538800749378,272.2888371898438,136.1444185949219,1818.4094614800158,867.2993818976453,52378.54809276958,77994.5661397937,78517.97936897102,970.5360200568988,447.1227908795754,237.2395254344026,2445.9124971395595,1916.9581136432241
mask_101,2025-07-30,49954.52929922097,4013.3183467170797,278.6407025781499,139.32035128907495,3873.9979954280047,1.8638366627854454e-11,53828.527294649,78601.59478704272,82867.45400191212,4723.412340716148,457.55312584674357,3.2662761384472105e-12,1899.5867146154333,2204.4400632503994
mask_110,2025-07-30,49692.839249391924,3316.071322675043,277.0605044146084,138.5302522073042,3177.5410704677392,1.8669640278190512e-11,52870.38031985969,77994.5661397937,81053.783749305,3514.175907673176,454.9582981618581,3.3382185904429207e-12,2445.9124971395595,2206.8575777101514
mask_111,2025-07-30,49954.52929922097,4132.754952600069,913.7135821126581,456.85679105632903,3675.8981615437406,1.883123124102326e-11,53630.42746076473,78601.59478704272,81691.12669740662,4838.3140718085,1748.7821614445925,3.3573144264664734e-12,1899.5867146154333,2205.9854272938423
forecast_only,2025-07-30,49688.25643499028,0.0,0.0,0.0,0.0,4432.2669849716185,54120.5234199619,77983.93562621996,77983.93562621996,0.0,0.0,1060.7584510815134,2455.47995935593,2162.9798296815225
mask_000,2025-07-31,52055.50445644325,0.0,0.0,0.0,0.0,74.28754608374938,52129.79200252699,82576.0144385531,82576.0144385531,0.0,0.0,11.041568289469998,2162.9798296815225,2283.1684449736244
mask_001,2025-07-31,52035.64500456375,0.0,0.0,0.0,0.0,74.28754608374938,52109.93255064749,82529.94751236547,82529.94751236547,0.0,0.0,11.041568289469998,2204.4400632503994,2283.1684449736244
mask_010,2025-07-31,52034.48701513753,0.0,0.0,0.0,0.0,74.28754608374938,52108.774561221275,82527.26138518797,82527.26138518797,0.0,0.0,11.041568289469998,2206.8575777101514,2283.1684449736244
mask_011,2025-07-31,52034.90477518694,0.0,0.0,0.0,0.0,74.28754608374938,52109.19232127068,82528.23044120609,82528.23044120609,0.0,0.0,11.041568289469998,2205.9854272938423,2283.1684449736244
mask_100,2025-07-31,52173.34885842558,0.0,0.0,0.0,0.0,74.28754608374938,52247.63640450933,82849.3719008179,82849.3719008179,0.0,0.0,11.041568289469998,1916.9581136432241,2283.1684449736244
mask_101,2025-07-31,52035.64500456375,0.0,0.0,0.0,0.0,74.28754608374938,52109.93255064749,82529.94751236547,82529.94751236547,0.0,0.0,11.041568289469998,2204.4400632503994,2283.1684449736244
mask_110,2025-07-31,52034.48701513753,0.0,0.0,0.0,0.0,74.28754608374938,52108.774561221275,82527.26138518797,82527.26138518797,0.0,0.0,11.041568289469998,2206.8575777101514,2283.1684449736244
mask_111,2025-07-31,52034.90477518694,0.0,0.0,0.0,0.0,74.28754608374938,52109.19232127068,82528.23044120609,82528.23044120609,0.0,0.0,11.041568289469998,2205.9854272938423,2283.1684449736244
forecast_only,2025-07-31,52055.50445644325,0.0,0.0,0.0,0.0,74.28754608374938,52129.79200252699,82576.0144385531,82576.0144385531,0.0,0.0,11.041568289469998,2162.9798296815225,2283.1684449736244
mask_000,2025-08-01,28299.639769605343,0.0,0.0,0.0,0.0,1.1304152280899872e-11,28299.639769605354,46018.60590983116,46018.60590983116,0.0,0.0,2.1458390619955026e-12,2283.1684449736244,3857.5448802750166
mask_001,2025-08-01,28299.639769605343,0.0,1519.6190411692112,759.8095205846056,-759.8095205846056,1.5489366234078263e-11,27539.83024902075,46018.60590983116,44294.744290392744,0.0,1723.8616194384158,2.7604585284279892e-12,2283.1684449736244,3823.3286413194974
mask_010,2025-08-01,28299.639769605343,0.0,1897.2041226514505,948.6020613257252,-948.6020613257252,9.107552045861667e-12,27351.037708279626,46018.60590983116,43902.7565585903,0.0,2115.8493512408613,1.8047785488306545e-12,2283.1684449736244,3809.580560694958
mask_011,2025-08-01,28299.639769605343,0.0,1897.2041226514507,948.6020613257253,-948.6020613257253,9.107552045861667e-12,27351.037708279626,46018.60590983116,43902.7565585903,0.0,2115.849351240862,1.8047785488306545e-12,2283.1684449736244,3809.580560694958
mask_100,2025-08-01,28299.639769605343,0.0,58.9118362624312,29.4559181312156,-29.4559181312156,9.107552045861667e-12,28270.183851474136,46018.60590983116,45961.812231118995,0.0,56.7936787121601,1.8047785488306545e-12,2283.1684449736244,3816.7460142144214
mask_101,2025-08-01,28299.639769605343,0.5849184980465404,1545.1440880084285,772.5720440042143,-771.9871255061677,9.107552045861667e-12,27527.652644099184,46018.60590983116,44275.282945316154,0.926986783776897,1744.2499512987772,1.8047785488306545e-12,2283.1684449736244,3816.8676126951186
mask_110,2025-08-01,28299.639769605343,0.0,1897.2041226514505,948.6020613257252,-948.6020613257252,9.107552045861667e-12,27351.037708279626,46018.60590983116,43902.7565585903,0.0,2115.8493512408613,1.8047785488306545e-12,2283.1684449736244,3809.580560694958
mask_111,2025-08-01,28299.639769605343,0.0,1897.2041226514507,948.6020613257253,-948.6020613257253,9.107552045861667e-12,27351.037708279626,46018.60590983116,43902.7565585903,0.0,2115.849351240862,1.8047785488306545e-12,2283.1684449736244,3809.580560694958
forecast_only,2025-08-01,28299.639769605343,0.0,0.0,0.0,0.0,1.1304152280899872e-11,28299.639769605354,46018.60590983116,46018.60590983116,0.0,0.0,2.1458390619955026e-12,2283.1684449736244,3857.5448802750166
mask_000,2025-08-02,28467.57272757846,0.0,0.0,0.0,0.0,1.8758153252917964e-11,28467.572727578477,45767.166870155845,45767.166870155845,0.0,0.0,3.2240876635114546e-12,3857.5448802750166,3966.51799612565
mask_001,2025-08-02,28481.688827049773,0.0,1734.6989049924807,867.3494524962404,-867.3494524962404,1.439577346218357e-11,27614.339374553547,45805.184913439756,43706.11366716722,0.0,2099.071246272535,2.5153212845907547e-12,3823.3286413194974,3964.8796810063673
mask_010,2025-08-02,28487.360674089654,15.310876895759035,1760.6227385189409,880.3113692594704,-865.0004923637114,1.467756760575867e-11,27622.360181725955,45820.46055857813,43700.269539321496,8.16863423866846,2128.359653495305,2.589928271845565e-12,3809.580560694958,3957.7808941121157
mask_011,2025-08-02,28487.360674089654,0.0,1734.6989049924807,867.3494524962404,-867.3494524962404,1.439577346218357e-11,27620.011221593428,45820.46055857813,43721.3893123056,0.0,2099.071246272535,2.5153212845907547e-12,3809.580560694958,3964.8796810063673
mask_100,2025-08-02,28484.404526432125,0.0,16.59209216895812,8.29604608447906,-8.29604608447906,1.5248151630231634e-11,28476.108480347662,45812.49894355651,45796.723418036636,0.0,15.775525519872076,2.651212582804874e-12,3816.7460142144214,3957.9733185044843
mask_101,2025-08-02,28484.354360303365,0.0,1743.8375063913727,871.9187531956863,-871.9187531956863,1.5248151630231634e-11,27612.43560710769,45812.36383413351,43703.86271282947,0.0,2108.5011213040407,2.651212582804874e-12,3816.8676126951186,3957.9733185044843
mask_110,2025-08-02,28487.360674089654,17.007745016968457,1781.9993005689498,890.9996502844749,-873.9919052675064,1.5248151630231634e-11,27613.36876882216,45820.46055857813,43685.92073259795,10.86074033082025,2145.4005663109992,2.651212582804874e-12,3809.580560694958,3958.3522075100445
mask_111,2025-08-02,28487.360674089654,0.0,1743.8375063913727,871.9187531956863,-871.9187531956863,1.5248151630231634e-11,27615.44192089398,45820.46055857813,43711.95943727409,0.0,2108.5011213040407,2.651212582804874e-12,3809.580560694958,3957.9733185044843
forecast_only,2025-08-02,28467.57272757846,0.0,0.0,0.0,0.0,1.8758153252917964e-11,28467.572727578477,45767.166870155845,45767.166870155845,0.0,0.0,3.2240876635114546e-12,3857.5448802750166,3966.51799612565
mask_000,2025-08-03,44018.24062923807,0.0,0.0,0.0,0.0,1432.5043886222393,45450.74501786031,67615.39375351812,67615.39375351812,0.0,0.0,267.7037407390635,3966.51799612565,1450.770303830571
mask_001,2025-08-03,44019.02210554997,304.6402145349057,372.3020247875372,186.1510123937686,118.48920214113707,2034.2993638571884,46171.81067154829,67617.21410365065,67157.76524239186,283.6566437467036,743.1055050054995,474.344745614276,3964.8796810063673,1344.5442813077354
mask_010,2025-08-03,44022.40822689852,0.0,1028.915027714418,514.457513857209,-514.457513857209,1460.1464737933352,44968.097186834646,67625.10164464427,66220.35468282388,0.0,1404.7469618203954,275.81460207602,3957.7808941121157,1448.7943399317764
mask_011,2025-08-03,44019.02210554997,307.07244409006694,2231.0378106506387,1115.5189053253193,-808.4464612352524,3605.145866860929,46815.721511175645,67617.21410365065,65103.679763073415,287.50372691634163,2801.0380674935896,712.7761233241368,3964.8796810063673,1346.408636997637
mask_100,2025-08-03,44022.316440463364,0.0,0.0,0.0,0.0,1432.5043886222393,45454.820829085606,67624.88783976386,67624.88783976386,0.0,0.0,267.7037407390635,3957.9733185044843,1450.770303830571
mask_101,2025-08-03,44022.316440463364,304.6402145349057,372.3020247875372,186.1510123937686,118.48920214113707,2034.2993638571884,46175.10500646169,67624.88783976386,67165.43897850506,283.6566437467036,743.1055050054995,474.344745614276,3957.9733185044843,1344.5442813077354
mask_110,2025-08-03,44022.13571040771,0.0,1028.915027714418,514.457513857209,-514.457513857209,1460.1464737933352,44967.82467034384,67624.4668519799,66219.71989015951,0.0,1404.7469618203954,275.81460207602,3958.3522075100445,1448.7943399317764
mask_111,2025-08-03,44022.316440463364,307.07244409006694,2231.0378106506387,1115.5189053253193,-808.4464612352524,3605.145866860929,46819.01584608904,67624.88783976386,65111.35349918662,287.50372691634163,2801.0380674935896,712.7761233241368,3957.9733185044843,1346.408636997637
forecast_only,2025-08-03,44018.24062923807,0.0,0.0,0.0,0.0,1432.5043886222393,45450.74501786031,67615.39375351812,67615.39375351812,0.0,0.0,267.7037407390635,3966.51799612565,1450.770303830571
mask_000,2025-08-04,48493.37649980158,0.0,0.0,0.0,0.0,2.628852868724607e-11,48493.37649980161,75123.4549377019,75123.4549377019,0.0,0.0,5.615063969344192e-12,1450.770303830571,1921.0037216281744
mask_001,2025-08-04,48544.25876459002,0.0,0.0,0.0,0.0,2.628852868724607e-11,48544.25876459005,75241.48385161618,75241.48385161618,0.0,0.0,5.615063969344192e-12,1344.5442813077354,1921.0037216281744
mask_010,2025-08-04,48494.3229865091,0.0,3519.038434425909,1759.5192172129546,-1759.5192172129546,3.2797404347917335e-11,46734.80376929618,75125.650453145,70259.70437581025,0.0,4865.9460773347555,7.397638057682343e-12,1448.7943399317764,1486.8064660323553
mask_011,2025-08-04,48543.365738214554,0.0,3519.038434425909,1759.5192172129546,-1759.5192172129546,3.2797404347917335e-11,46783.84652100164,75239.41234529405,70373.4662679593,0.0,4865.9460773347555,7.397638057682343e-12,1346.408636997637,1486.8064660323553
mask_100,2025-08-04,48493.37649980158,0.0,134.06132413717577,67.03066206858789,-67.03066206858789,2.6243915485224528e-11,48426.345837733024,75123.4549377019,75011.97908507742,0.0,111.47585262448956,5.770939282001564e-12,1450.770303830571,1873.7532011405722
mask_101,2025-08-04,48544.25876459002,0.0,134.06132413717577,67.03066206858789,-67.03066206858789,2.6243915485224528e-11,48477.22810252146,75241.48385161618,75130.00799899168,0.0,111.47585262448956,5.770939282001564e-12,1344.5442813077354,1873.7532011405722
