strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
A43_111,222,2025-08-11,51726.85758490122,273.58940731537507,1916.4326031941587,958.2163015970793,-684.6268942817044,1963.1627016773004,53005.39339229681,73369.73273521643,69558.34096092414,240.14151549372386,4051.533289786019,284.22290537897265,20052.899965300843,16149.960244000158,1378.3708116690802,1200.0,1303.2096976594694
A43_update_only,222,2025-08-11,51459.79604679406,0.0,0.0,0.0,0.0,2850.1630439824344,54309.959090776494,72820.67529667373,72820.67529667373,0.0,0.0,335.7236471304748,19705.472072906952,16077.865700536826,4967.5392381007405,1694.1516946884258,1564.7813374859852
A43_adjust_only,222,2025-08-11,51657.77433593163,1701.3261431440092,3199.9207158083805,1599.9603579041902,101.36578523981893,5582.165516769932,57341.305637941376,73227.70302927564,68567.83141729396,654.8155388985673,5314.687150880245,826.9239114004001,19736.78863670236,16010.4208138293,1107.134172487967,1327.8267353467036,1301.5800485684947
A42,223,2025-08-12,52533.04442338878,0.0,0.0,0.0,0.0,7879.695469929888,60412.73989331867,71863.8796831368,71863.8796831368,0.0,0.0,1074.8392491992267,18323.861149911885,14888.79832279772,1743.1124552218619,1584.0319494215162,1532.3977367891912
B42,223,2025-08-12,52533.04442338878,0.0,0.0,0.0,0.0,8053.595255892232,60586.63967928101,71863.8796831368,71863.8796831368,0.0,0.0,1074.839249199227,18323.861149911885,14888.798322797718,1743.1124552218619,1584.0319494215162,1532.3977367891912
B43,223,2025-08-12,56952.44216300758,627.5626464808322,4386.113755174552,2193.056877587276,-1565.4942311064442,3634.5532699543173,59021.501201855455,79175.92083922485,72192.38531742414,466.0565311718782,7449.592052972587,450.95425195720236,18785.48398547399,15109.601270613455,1206.9132045207987,1303.2096976594694,1421.6994283488866
A43_000,223,2025-08-12,56797.097672466174,0.0,0.0,0.0,0.0,1687.8058379087192,58484.90351037489,78885.28568386205,78885.28568386205,0.0,0.0,205.07760905865607,18779.230557777544,15112.226411591646,7662.8154967348055,1564.7813374859852,1674.7261599394994
A43_001,223,2025-08-12,56956.83608957891,624.957835807496,2921.246042944791,1460.6230214723955,-835.6651856648996,1889.4984312778552,58010.669335191866,79184.14146891862,74267.65343753938,462.79462601401656,5379.282657393248,240.15230487514268,18751.56285278572,15077.377919506513,3073.0771591353114,1295.8111309350788,1419.5755656572126
A43_010,223,2025-08-12,56950.94170747522,0.0,2601.7180622726164,1300.8590311363082,-1300.8590311363082,3518.6224255009865,59168.7051018399,79173.11362588085,74721.96255430192,0.0,4451.151071578923,436.71383218643376,18827.13130849727,15144.956265596966,3715.957693588052,1305.7361896690632,1422.4251833199753
A43_011,223,2025-08-12,56952.44216300758,627.5626464808322,4386.113755174552,2193.056877587276,-1565.4942311064442,3626.0752699543173,59013.02320185545,79175.92083922485,72192.38531742414,466.0565311718782,7449.592052972587,450.95425195720236,18785.48398547399,15109.601270613455,1206.9132045207987,1303.2096976594694,1421.6994283488866
A43_100,223,2025-08-12,56952.016893517604,0.0,0.0,0.0,0.0,1687.8058379087192,58639.82273142632,79175.12519939327,79175.12519939327,0.0,0.0,205.07760905865607,19069.070073308754,15112.226411591646,7662.8154967348055,1303.9257735078936,1674.7261599394994
A43_101,223,2025-08-12,56956.83608957891,624.957835807496,2921.246042944791,1460.6230214723955,-835.6651856648996,1889.4984312778552,58010.669335191866,79184.14146891862,74267.65343753938,462.79462601401656,5379.282657393248,240.15230487514268,18751.56285278572,15077.377919506513,3073.0771591353114,1295.8111309350788,1419.5755656572126
A43_110,223,2025-08-12,56950.94170747522,23.030709007913696,2602.767615464976,1301.383807732488,-1278.3530987245745,3443.64825435708,59116.23686310773,79173.11362588085,74729.88030310188,9.33418809974819,4452.567510878715,427.77326164362796,18826.281444917397,15145.12922375994,3715.957693588052,1305.7361896690632,1421.468130361449
A43_111,223,2025-08-12,56952.44216300758,627.5626464808322,4386.113755174552,2193.056877587276,-1565.4942311064442,3626.0752699543173,59013.02320185545,79175.92083922485,72192.38531742414,466.0565311718782,7449.592052972587,450.95425195720236,18785.48398547399,15109.601270613455,1206.9132045207987,1303.2096976594694,1421.6994283488866
A43_update_only,223,2025-08-12,56797.097672466174,0.0,0.0,0.0,0.0,1687.8058379087192,58484.90351037489,78885.28568386205,78885.28568386205,0.0,0.0,205.07760905865607,18779.230557777544,15112.226411591646,7662.8154967348055,1564.7813374859852,1674.7261599394994
A43_adjust_only,223,2025-08-12,56953.4099934955,1146.0928587953633,3339.6645617637205,1669.8322808818602,-523.7394220864971,4344.455049270984,60774.12562067999,79177.73156043704,74889.9333819438,459.74947161746945,4747.547650110708,566.4798517596043,18798.18672587947,15117.770626686035,4015.453484509963,1301.5800485684947,1422.4251833199753
A42,224,2025-08-13,54464.04490917163,0.0,0.0,0.0,0.0,165.87468506757767,54629.9195942392,75156.49832344573,75156.49832344573,0.0,0.0,19.146382532185758,19036.592077278296,14928.322156095659,4946.395334795275,1532.3977367891912,2078.3059884555896
B42,224,2025-08-13,54464.04490917163,0.0,0.0,0.0,0.0,165.87468506757767,54629.9195942392,75156.49832344573,75156.49832344573,0.0,0.0,19.146382532185758,19036.592077278296,14928.322156095659,4946.395334795275,1532.3977367891912,2078.3059884555896
B43,224,2025-08-13,52092.411080647275,1010.0153584068544,1590.1058613937605,795.0529306968803,214.96242770997412,2105.20524773243,54412.57875608968,72037.00404404388,70828.3761010092,766.8736933840343,1975.5016364187093,284.0315140455974,19078.36029958837,15239.521414297818,1152.5892797642477,1421.6994283488866,1659.4221265363983
A43_000,224,2025-08-13,51963.76929699886,0.0,0.0,0.0,0.0,97.25722296969369,52061.02651996855,71755.86323116542,71755.86323116542,0.0,0.0,11.226089105987498,19104.458772196806,15236.595917744326,1778.2470158189274,1674.7261599394994,1939.1880352007015
A43_001,224,2025-08-13,52093.495902513234,0.0,1425.629315333659,712.8146576668295,-712.8146576668295,5334.286113150127,56714.96735799653,72039.36389147906,70451.33301210735,0.0,1588.0308793717127,784.7670282293187,19031.1309521944,15203.70239616673,1287.6920343090046,1419.5755656572126,1654.5907602246925
A43_010,224,2025-08-13,52092.04038113593,0.0,0.0,0.0,0.0,97.25722296969273,52189.297604105624,72036.19764963156,72036.19764963156,0.0,0.0,11.22608910598709,19372.275217184957,15226.456359227159,1780.6254307797444,1422.4251833199753,1939.1880352007015
A43_011,224,2025-08-13,52092.411080647275,1010.0153584068544,1590.1058613937605,795.0529306968803,214.96242770997412,2178.873565645605,54486.24707400285,72037.00404404388,70828.3761010092,766.8736933840343,1975.5016364187093,284.03151404559685,19078.36029958837,15239.521414297818,1152.5892797642477,1421.6994283488866,1659.4221265363983
A43_100,224,2025-08-13,51963.76929699886,0.0,0.0,0.0,0.0,97.25722296969369,52061.02651996855,71755.86323116542,71755.86323116542,0.0,0.0,11.226089105987498,19104.458772196806,15236.595917744326,1778.2470158189274,1674.7261599394994,1939.1880352007015
A43_101,224,2025-08-13,52093.495902513234,1016.5634417117376,1425.629315333659,712.8146576668295,303.7487840449081,2211.8521481729003,54609.09683473104,72039.36389147906,70872.83011330414,421.4971011967732,1588.0308793717124,368.60820671227344,19036.34174166383,15203.574905956433,1287.6920343090046,1419.5755656572126,1659.4221265363983
A43_110,224,2025-08-13,52092.529222519304,0.0,0.0,0.0,0.0,97.25722296969273,52189.786445489,72037.2610418077,72037.2610418077,0.0,0.0,11.22608910598709,19373.338609361097,15226.456359227159,1780.6254307797444,1421.468130361449,1939.1880352007015
A43_111,224,2025-08-13,52092.411080647275,1010.0153584068544,1590.1058613937605,795.0529306968803,214.96242770997412,2095.1300719342926,54402.50358029154,72037.00404404388,70828.3761010092,766.8736933840343,1975.5016364187093,284.0315140455974,19078.36029958837,15239.521414297818,1152.5892797642477,1421.6994283488866,1659.4221265363983
A43_update_only,224,2025-08-13,51963.76929699886,0.0,0.0,0.0,0.0,97.25722296969369,52061.02651996855,71755.86323116542,71755.86323116542,0.0,0.0,11.226089105987498,19104.458772196806,15236.595917744326,1778.2470158189274,1674.7261599394994,1939.1880352007015
A43_adjust_only,224,2025-08-13,52092.04038113593,2179.9214192920344,2506.17302428153,1253.086512140765,926.8349071512694,4935.408437161119,57954.28372544831,72036.19764963156,69145.13865706827,902.921209557345,3793.9802021206424,953.8373682544019,17864.40547832077,14254.451343048317,368.04244005020973,1422.4251833199753,1662.1108437549829
A42,225,2025-08-14,53160.44991168268,0.0,0.0,0.0,0.0,3857.772749443494,57018.22266112617,72925.24779621144,72925.24779621144,0.0,0.0,675.0005412322168,19628.939252320255,16138.616388934275,4183.634490724335,2078.3059884555896,1812.555327839069
B42,225,2025-08-14,53160.44991168268,0.0,0.0,0.0,0.0,3857.772749443494,57018.22266112617,72925.24779621144,72925.24779621144,0.0,0.0,675.0005412322168,19628.939252320255,16138.616388934275,4183.634490724335,2078.3059884555896,1812.555327839069
B43,225,2025-08-14,54250.25842957248,0.0,2549.8718354506445,1274.9359177253223,-1274.9359177253223,3181.752900196895,56157.075412044054,73447.48113250479,70642.31208572436,0.0,2805.1690467804337,418.24855688981756,20377.851298482427,16640.35892184616,1396.7772826445803,1659.4221265363983,1510.200604230405
A43_000,225,2025-08-14,54075.00063034477,0.0,0.0,0.0,0.0,486.27605938880697,54561.27668973358,73136.6301228778,73136.6301228778,0.0,0.0,56.446298118819016,20211.256692386596,16508.51327857183,3564.0420238485167,1939.1880352007015,1786.5265266021643
A43_001,225,2025-08-14,54253.28501215752,0.0,0.0,0.0,0.0,486.276059388807,54739.561071546326,73452.8493172956,73452.8493172956,0.0,0.0,56.44629811881904,20527.475886804386,16508.51327857183,3564.0420238485167,1654.5907602246925,1786.5265266021643
A43_010,225,2025-08-14,54075.00063034477,0.0,1372.73381378503,686.366906892515,-686.366906892515,495.31881299467545,53883.95253644693,73136.6301228778,71632.69615349303,0.0,1503.9339693847635,57.50827740312538,20245.121191349062,16569.29494401819,2088.0872002319497,1939.1880352007015,1749.4693918390956
A43_011,225,2025-08-14,54250.25842957248,0.0,1372.7338137850272,686.3669068925136,-686.3669068925136,495.31881299467545,54059.210335674645,73447.48113250479,71943.54716312003,0.0,1503.9339693847594,57.508277403125405,20555.97220097607,16569.29494401819,2088.0872002319497,1659.4221265363983,1749.4693918390956
A43_100,225,2025-08-14,54075.00063034477,0.0,81.51247231667551,40.75623615833776,-40.75623615833776,491.62337192415293,54525.86776611059,73136.6301228778,73074.5942250491,0.0,62.03589782868903,57.07428549819026,20202.85065168496,16530.44788594014,3532.974761469145,1939.1880352007015,1754.5893040059025
A43_101,225,2025-08-14,54250.25842957248,0.0,81.51247231667551,40.75623615833776,-40.75623615833776,491.623371924153,54701.1255653383,73447.48113250479,73385.44523467611,0.0,62.03589782868903,57.07428549819028,20513.701661311963,16530.44788594014,3532.974761469141,1659.4221265363983,1754.5893040059025
A43_110,225,2025-08-14,54075.00063034477,0.0,1372.73381378503,686.366906892515,-686.366906892515,495.31881299467545,53883.95253644693,73136.6301228778,71632.69615349303,0.0,1503.9339693847635,57.50827740312538,20245.121191349062,16569.29494401819,2088.0872002319497,1939.1880352007015,1749.4693918390956
A43_111,225,2025-08-14,54250.25842957248,0.0,1372.7338137850272,686.3669068925136,-686.3669068925136,495.31881299467545,54059.210335674645,73447.48113250479,71943.54716312003,0.0,1503.9339693847594,57.508277403125405,20555.97220097607,16569.29494401819,2088.0872002319497,1659.4221265363983,1749.4693918390956
A43_update_only,225,2025-08-14,54075.00063034477,0.0,0.0,0.0,0.0,486.27605938880697,54561.27668973358,73136.6301228778,73136.6301228778,0.0,0.0,56.446298118819016,20211.256692386596,16508.51327857183,3564.0420238485167,1939.1880352007015,1786.5265266021643
A43_adjust_only,225,2025-08-14,54248.574097608216,0.0,184.73269820253816,92.36634910126908,-92.36634910126908,486.276059388807,54642.483807895755,73444.4936689286,73053.57193358864,0.0,390.92173533996373,56.44629811881904,20519.120238437394,16508.51327857183,3173.120288508554,1662.1108437549829,1786.5265266021643
A42,226,2025-08-15,23780.34298579524,0.0,0.0,0.0,0.0,1.0826464280633274e-11,23780.34298579525,42385.251065344026,42385.251065344026,0.0,0.0,1.965316798191452e-12,13366.451877361149,10300.01176036087,22159.084065010415,1812.555327839069,2397.904505952026
B42,226,2025-08-15,23780.34298579524,0.0,0.0,0.0,0.0,1.0826464280633274e-11,23780.34298579525,42385.251065344026,42385.251065344026,0.0,0.0,1.965316798191452e-12,13366.451877361149,10300.01176036087,22159.084065010415,1812.555327839069,2397.904505952026
B43,226,2025-08-15,24435.39908781575,22.431586135449624,1954.7313167232592,977.3656583616296,-954.93407222618,1.1205689265381123e-11,23480.465015589576,43335.224897643035,40821.36527677349,17.399110075732438,2531.2587309452756,2.0117241206207837e-12,13607.962876414706,10687.785248314358,20741.460765339812,1510.200604230405,1882.0502504321296
A43_000,226,2025-08-15,24326.13945968524,0.0,0.0,0.0,0.0,9.12090047933134e-12,24326.13945968525,43028.19609500775,43028.19609500775,0.0,0.0,1.687538997430238e-12,13349.545672089062,10254.427714187137,22773.35125377249,1786.5265266021643,2407.309060163278
A43_001,226,2025-08-15,24326.13945968524,0.0,1709.5835814723541,854.7917907361771,-854.7917907361771,1.5612326098590756e-11,23471.347668949078,43028.19609500775,40831.66188582279,0.0,2196.5342091849643,3.0937474804204612e-12,13170.1045890713,10591.135426264886,21092.965839683035,1786.5265266021643,1871.6924053609052
A43_010,226,2025-08-15,24340.620564458768,0.0,1293.1685975279029,646.5842987639514,-646.5842987639514,1.183938724835798e-11,23694.036265694827,43069.37068918894,41296.81036279957,0.0,1772.560326389366,2.597033699203166e-12,13464.096666622372,10356.619015156844,21029.605828000706,1749.4693918390956,2359.8019305138455
A43_011,226,2025-08-15,24340.620564458768,22.431586135449624,1954.7313167232592,977.3656583616296,-954.93407222618,1.1109002606701779e-11,23385.686492232595,43069.37068918894,40555.51106831939,17.399110075732438,2531.2587309452756,1.9664270212160773e-12,13342.108667960605,10687.785248314358,20741.460765339812,1749.4693918390956,1882.0502504321296
A43_100,226,2025-08-15,24338.619816559803,0.0,127.46843394057677,63.73421697028839,-63.73421697028839,1.4581613250186363e-11,24274.885599589532,43063.681897892486,42958.910881544114,0.0,104.77101634837038,2.62545540863357e-12,13386.181193454606,10282.585106354127,22695.587911110302,1754.5893040059025,2377.057815499349
A43_101,226,2025-08-15,24338.619816559803,0.0,1709.5835814723541,854.7917907361771,-854.7917907361771,1.5612326098590756e-11,23483.82802582364,43063.681897892486,40867.147688707526,0.0,2196.5342091849643,3.0937474804204612e-12,13205.590391956037,10591.135426264886,21092.965839683035,1754.5893040059025,1871.6924053609052
A43_110,226,2025-08-15,24340.620564458768,0.0,1293.1685975279029,646.5842987639514,-646.5842987639514,1.183938724835798e-11,23694.036265694827,43069.37068918894,41296.81036279957,0.0,1772.560326389366,2.597033699203166e-12,13464.096666622372,10356.619015156844,21029.605828000706,1749.4693918390956,2359.8019305138455
A43_111,226,2025-08-15,24340.620564458768,22.431586135449624,1954.7313167232592,977.3656583616296,-954.93407222618,1.1109002606701779e-11,23385.686492232595,43069.37068918894,40555.51106831939,17.399110075732438,2531.2587309452756,1.9664270212160773e-12,13342.108667960605,10687.785248314358,20741.460765339812,1749.4693918390956,1882.0502504321296
A43_update_only,226,2025-08-15,24326.13945968524,0.0,0.0,0.0,0.0,9.12090047933134e-12,24326.13945968525,43028.19609500775,43028.19609500775,0.0,0.0,1.687538997430238e-12,13349.545672089062,10254.427714187137,22773.35125377249,1786.5265266021643,2407.309060163278
A43_adjust_only,226,2025-08-15,24326.13945968524,0.0,0.0,0.0,0.0,9.12090047933134e-12,24326.13945968525,43028.19609500775,43028.19609500775,0.0,0.0,1.687538997430238e-12,13349.545672089062,10254.427714187137,22773.35125377249,1786.5265266021643,2407.309060163278
A42,227,2025-08-16,22064.946510179034,0.0,0.0,0.0,0.0,783.0861540145345,22848.032664193568,39478.523778774805,39478.523778774805,0.0,0.0,131.11291262319563,12657.482286210521,10871.845481721699,20894.719520242514,2397.904505952026,1709.8102505173863
B42,227,2025-08-16,22064.946510179034,0.0,0.0,0.0,0.0,783.0861540145345,22848.032664193568,39478.523778774805,39478.523778774805,0.0,0.0,131.11291262319563,12657.482286210521,10871.845481721699,20894.719520242514,2397.904505952026,1709.8102505173863
B43,227,2025-08-16,24378.80147732983,0.0,2976.0700218763104,1488.0350109381552,-1488.0350109381552,1963.2660247897425,24854.032491181417,42722.304186305235,38493.319764192725,0.0,4228.9844221124995,311.30083564035175,13077.324802484432,10957.217579539056,19755.233010221033,1882.0502504321296,1476.9563731802778
A43_000,227,2025-08-16,24148.435783954996,0.0,0.0,0.0,0.0,1.1013515655022842e-11,24148.435783955007,42138.683286603955,42138.683286603955,0.0,0.0,2.3177015862074768e-12,12676.737864239189,10836.281494124389,23368.94654982248,2407.309060163278,1776.0603667292269
A43_001,227,2025-08-16,24383.85495485291,0.0,2194.8420052822835,1097.4210026411417,-1097.4210026411417,194.7592821541079,23481.193234365877,42733.81290305104,39410.97152195608,0.0,3322.841381094955,30.412130255170332,13276.826235635614,10881.238438738223,20116.515488647186,1871.6924053609052,1730.5710855015989
A43_010,227,2025-08-16,24168.747721165106,0.0,2218.8753556913002,1109.4376778456501,-1109.4376778456501,102.29766696910205,23161.607710288557,42191.46898621444,38819.50946770009,0.0,3371.9595185143407,15.974026697237035,12715.741824029465,10877.136768638378,20067.59807233957,2359.8019305138455,1718.2620514310559
A43_011,227,2025-08-16,24378.80147732983,0.0,2194.8420052822835,1097.4210026411417,-1097.4210026411417,194.7592821541079,23476.139756842796,42722.304186305235,39399.46280521028,0.0,3322.841381094955,30.412130255170332,13265.31751888981,10881.238438738223,20116.515488647186,1882.0502504321296,1730.5710855015989
A43_100,227,2025-08-16,24161.369871673527,0.0,99.99636891879598,49.99818445939799,-49.99818445939799,120.64015191959298,24232.01183913372,42172.29578067499,42091.04546698065,0.0,81.25031369432975,18.838249831292462,12706.66261812972,10876.508498055362,23350.449230070917,2377.057815499349,1728.044729532364
A43_101,227,2025-08-16,24383.85495485291,0.0,2194.8420052822835,1097.4210026411417,-1097.4210026411417,194.7592821541079,23481.193234365877,42733.81290305104,39410.97152195608,0.0,3322.841381094955,30.412130255170332,13276.826235635614,10881.238438738223,20116.515488647186,1871.6924053609052,1730.5710855015989
A43_110,227,2025-08-16,24168.747721165106,0.0,2218.8753556913002,1109.4376778456501,-1109.4376778456501,102.29766696910205,23161.607710288557,42191.46898621444,38819.50946770009,0.0,3371.9595185143407,15.974026697237035,12715.741824029465,10877.136768638378,20067.59807233957,2359.8019305138455,1718.2620514310559
A43_111,227,2025-08-16,24378.80147732983,0.0,2194.8420052822835,1097.4210026411417,-1097.4210026411417,194.7592821541079,23476.139756842796,42722.304186305235,39399.46280521028,0.0,3322.841381094955,30.412130255170332,13265.31751888981,10881.238438738223,20116.515488647186,1882.0502504321296,1730.5710855015989
A43_update_only,227,2025-08-16,24148.435783954996,0.0,0.0,0.0,0.0,1.1013515655022842e-11,24148.435783955007,42138.683286603955,42138.683286603955,0.0,0.0,2.3177015862074768e-12,12676.737864239189,10836.281494124389,23368.94654982248,2407.309060163278,1776.0603667292269
A43_adjust_only,227,2025-08-16,24148.435783954996,0.0,0.0,0.0,0.0,1.1013515655022842e-11,24148.435783955007,42138.683286603955,42138.683286603955,0.0,0.0,2.3177015862074768e-12,12676.737864239189,10836.281494124389,23368.94654982248,2407.309060163278,1776.0603667292269
A42,228,2025-08-17,51380.439816519465,0.0,0.0,0.0,0.0,1978.566846898062,53359.00666341753,71136.53466712285,71136.53466712285,0.0,0.0,238.52064263294207,19141.177199511614,15620.415679543587,4688.900173121092,1709.8102505173863,1580.8523083627465
B42,228,2025-08-17,51380.439816519465,0.0,0.0,0.0,0.0,1978.566846898062,53359.00666341753,71136.53466712285,71136.53466712285,0.0,0.0,238.52064263294207,19141.177199511614,15620.415679543587,4688.900173121092,1709.8102505173863,1580.8523083627465
B43,228,2025-08-17,53921.09808408376,1000.9448306499041,3876.1570742510276,1938.0785371255138,-937.1337064756094,3359.265355891332,56343.22973349947,76597.60808643044,69996.05260019178,663.3772874913599,7264.932773730024,402.93152956477843,19362.556280735324,15783.124858093326,3654.15909044789,1476.9563731802778,1366.4516279605905
A43_000,228,2025-08-17,53763.83585103113,0.0,0.0,0.0,0.0,2471.2323734379424,56235.06822446907,76265.2703158205,76265.2703158205,0.0,0.0,295.9974620312592,19147.851775220217,15615.643452902976,9863.665838867844,1776.0603667292269,1658.4120167574497
A43_001,228,2025-08-17,53787.7531042277,0.0,3296.2581378655186,1648.1290689327593,-1648.1290689327593,6420.288700161951,58559.91273545689,76315.81396162897,70383.79708898488,0.0,5932.016872644101,817.5457228619134,18945.410759455866,15683.162463927492,4773.700899651739,1730.5710855015989,1355.7046979813306
A43_010,228,2025-08-17,53794.2249208079,0.0,1958.7859057546598,979.3929528773299,-979.3929528773299,2575.227969323857,55390.05993725443,76329.4906661518,72494.6315337908,0.0,3834.8591323609985,308.5968612974205,19076.89297204549,15768.912688480268,6329.854494856325,1718.2620514310559,1366.4516279605905
A43_011,228,2025-08-17,53787.7531042277,1000.9448306499041,3876.1570742510276,1938.0785371255138,-937.1337064756094,3359.265355891332,56209.88475364341,76315.81396162897,69714.25847539032,663.3772874913599,7264.932773730024,402.93152956477843,19080.762155933855,15783.124858093326,3654.15909044789,1730.5710855015989,1366.4516279605905
A43_100,228,2025-08-17,53789.08140605508,0.0,0.0,0.0,0.0,2471.2323734379424,56260.31377949302,76318.62102381702,76318.62102381702,0.0,0.0,295.9974620312592,19201.20248321673,15615.643452902976,9863.665838867844,1728.044729532364,1658.4120167574497
A43_101,228,2025-08-17,53787.7531042277,915.90124007459,3296.2581378655186,1648.1290689327593,-732.2278288581692,3592.446747466138,56647.97202283567,76315.81396162897,70765.85285009157,382.0557611066979,5932.016872644101,449.0119990933056,18965.672866596677,15689.902533730212,4773.700899651739,1730.5710855015989,1366.4516279605905
A43_110,228,2025-08-17,53794.2249208079,0.0,1958.7859057546598,979.3929528773299,-979.3929528773299,2575.30971107606,55390.14167900663,76329.4906661518,72494.6315337908,0.0,3834.8591323609985,308.59686129742056,19076.89297204549,15768.912688480268,6329.854494856325,1718.2620514310559,1366.4516279605905
A43_111,228,2025-08-17,53787.7531042277,1000.9448306499041,3876.1570742510276,1938.0785371255138,-937.1337064756094,3359.265355891332,56209.88475364341,76315.81396162897,69714.25847539032,663.3772874913599,7264.932773730024,402.93152956477843,19080.762155933855,15783.124858093326,3654.15909044789,1730.5710855015989,1366.4516279605905
A43_update_only,228,2025-08-17,53763.83585103113,0.0,0.0,0.0,0.0,2471.2323734379424,56235.06822446907,76265.2703158205,76265.2703158205,0.0,0.0,295.9974620312592,19147.851775220217,15615.643452902976,9863.665838867844,1776.0603667292269,1658.4120167574497
A43_adjust_only,228,2025-08-17,53763.83585103113,0.0,1283.0545878729308,641.5272939364654,-641.5272939364654,2471.2323734379424,55593.5409305326,76265.2703158205,73315.3564109077,0.0,2949.9139049128053,295.9974620312592,19178.086012555686,15640.133185144707,6908.0074288613,1776.0603667292269,1658.4120167574497
A42,229,2025-08-18,52734.032784733885,0.0,0.0,0.0,0.0,1309.626619888159,54043.65940462204,72373.71271585923,72373.71271585923,0.0,0.0,154.83500256729576,20166.50827176081,16097.921900462785,4065.845730461837,1580.8523083627465,1844.129863544386
B42,229,2025-08-18,52734.032784733885,0.0,0.0,0.0,0.0,1309.626619888159,54043.65940462204,72373.71271585923,72373.71271585923,0.0,0.0,154.83500256729576,20166.50827176081,16097.921900462785,4065.845730461837,1580.8523083627465,1844.129863544386
B43,229,2025-08-18,54476.570011819844,654.0400055590783,3164.478518118838,1582.239259059419,-928.199253500341,1884.3365990690224,55432.70735738852,74302.54016891605,70350.1522382941,270.7176259541428,4223.105556576074,237.46506899780982,20259.81485681679,16137.513249333344,2071.2000831418018,1366.4516279605905,1669.714722058653
A43_000,229,2025-08-18,54304.5404627321,0.0,0.0,0.0,0.0,968.8753737676595,55273.41583649976,73978.13973691953,73978.13973691953,0.0,0.0,114.56620140040818,19903.484285238206,15758.457291495564,5553.563327910628,1658.4120167574497,2062.150882921203
A43_001,229,2025-08-18,54482.90234178429,0.0,2113.8453005746824,1056.9226502873412,-1056.9226502873412,1627.2580217318641,55053.23771322881,74314.48120222634,71782.83228778452,0.0,2531.648914441809,192.43062668149278,20285.154070736055,16206.250307445529,3502.2435345088134,1355.7046979813306,1605.3985755931908
A43_010,229,2025-08-18,54476.570011819844,0.0,1807.0928083766821,903.5464041883411,-903.5464041883411,1002.3656221240384,54575.389229755536,74302.54016891605,71748.79998176332,0.0,2553.7401871527227,118.52696638844978,20471.12628231047,15973.219264823369,2975.3043139979936,1366.4516279605905,2042.4438766807125
A43_011,229,2025-08-18,54476.570011819844,3.1337125116935884,3164.478518118838,1582.239259059419,-1579.1055465477257,2659.759433994851,55557.22389926696,74302.54016891605,70081.41365538124,1.979043041269506,4223.105556576074,345.0504643380214,20257.985965803775,16296.837545892995,2071.2000831418018,1366.4516279605905,1491.0417239695537
A43_100,229,2025-08-18,54304.5404627321,0.0,104.47106299188442,52.23553149594221,-52.23553149594221,989.4827235505445,55241.7876547867,73978.13973691953,73899.18202477958,0.0,78.95771213994044,117.00335470688148,19894.223102673608,15761.869306124627,5489.715966270822,1658.4120167574497,2050.02469124744
A43_101,229,2025-08-18,54476.570011819844,144.51679718589853,2113.8453005746824,1056.9226502873412,-912.4058531014427,1619.4042926640373,55183.56845138244,74302.54016891605,71832.27782692836,61.38657245412924,2531.648914441809,191.50179585329477,20275.999529910358,16148.57905830419,3502.2435345088134,1366.4516279605905,1671.9855845419215
A43_110,229,2025-08-18,54476.570011819844,0.0,1807.0928083766821,903.5464041883411,-903.5464041883411,1002.3656221240384,54575.389229755536,74302.54016891605,71748.79998176332,0.0,2553.7401871527227,118.52696638844978,20471.12628231047,15973.219264823369,2975.3043139979936,1366.4516279605905,2042.4438766807125
A43_111,229,2025-08-18,54476.570011819844,548.576779212227,3164.478518118838,1582.239259059419,-1033.6624798471921,2134.0808675364933,55576.98839950914,74302.54016891605,70306.82394744271,227.3893351027424,4223.105556576074,280.79335984921005,20259.81485681679,16137.513249333344,2071.2000831418018,1366.4516279605905,1669.7147220586526
A43_update_only,229,2025-08-18,54304.5404627321,0.0,0.0,0.0,0.0,968.8753737676595,55273.41583649976,73978.13973691953,73978.13973691953,0.0,0.0,114.56620140040818,19903.484285238206,15758.457291495564,5553.563327910628,1658.4120167574497,2062.150882921203
A43_adjust_only,229,2025-08-18,54304.5404627321,0.0,529.6891191269235,264.84455956346176,-264.84455956346176,968.8753737676595,55008.571276936294,73978.13973691953,72686.89806840742,0.0,1291.2416685121116,114.56620140040818,19903.484285238203,15758.457291495564,4262.321659398518,1658.4120167574497,2062.150882921203
A42,230,2025-08-19,53526.37876672231,0.0,0.0,0.0,0.0,1424.7878799449588,54951.16664666727,73411.65783142002,73411.65783142002,0.0,0.0,167.79973114735373,18264.99128142747,14861.200319717387,5858.006550857286,1844.129863544386,1770.1772171431255
B42,230,2025-08-19,53526.37876672231,0.0,0.0,0.0,0.0,1424.7878799449588,54951.16664666727,73411.65783142002,73411.65783142002,0.0,0.0,167.79973114735373,18264.99128142747,14861.200319717387,5858.006550857286,1844.129863544386,1770.1772171431255
B43,230,2025-08-19,53380.1995408424,1951.4658417896856,4133.393708859984,2066.696854429992,-115.23101264030674,2298.0147157112065,55562.983243913295,72802.92876136364,68499.21340632388,1516.6540018448936,5820.369356884659,293.72453882136864,18230.538692424,15097.85290001464,1342.5921027358786,1669.714722058653,1301.8074341128734
